crop_name,condition_type,threshold_min,threshold_max,parameter,advisory_message,priority,action_type
Pearl Millet,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Cardamom,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Field Pea,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Linseed,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Soybean,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Onion,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Grapes,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Garlic,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Pearl Millet,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Cotton,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Cumin,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Chickpea,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Mustard,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Rubber,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Ginger,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Oats,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Black Gram,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Cabbage,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Finger Millet,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Orange,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Coconut,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Cabbage,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Sesame,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Orange,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Rubber,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Oats,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Chilli,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Green Gram,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Field Pea,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Arecanut,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Mustard,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Groundnut,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Oats,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Coffee,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Tea,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Spinach,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Rubber,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Chickpea,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Pineapple,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Sugarcane,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Pineapple,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Field Pea,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Spinach,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Coffee,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Mustard,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Soybean,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Cauliflower,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Tomato,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Turmeric,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Sesame,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Mustard,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Jute,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Coconut,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Cotton,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Apple,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Chilli,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Banana,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Banana,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Coriander,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Little Millet,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Pearl Millet,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Coriander,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Ginger,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Turmeric,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Sugarcane,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Groundnut,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Barnyard Millet,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Sesame,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Sesame,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Pineapple,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Sorghum,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Chilli,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Banana,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Soybean,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Cumin,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Ginger,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Oats,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Coconut,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Field Pea,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Cumin,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Tomato,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Foxtail Millet,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Turmeric,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Sugarcane,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Castor,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Papaya,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Potato,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Barnyard Millet,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Potato,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Cotton,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Groundnut,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
